GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0001558,regulation of cell growth,189/5559,422/18903,9.873198428677029e-12,2.19593551258506e-09,1.54853322723461e-09,3475/5048/6792/2137/999/3371/6857/51447/9175/2023/10371/10512/4133/1785/7481/9962/84678/8425/6548/79594/57556/84861/7528/10110/5802/1954/5518/3249/2931/3984/84687/27346/1982/8437/7422/1839/604/57142/7143/6446/7852/3624/1026/23499/6597/1032/2258/10298/23404/3021/694/85004/2045/3300/2100/4089/3487/1382/8751/817/9344/118813/3020/4825/253260/29946/10501/147138/84289/22883/11007/627/8408/6197/186/64061/1946/7490/5071/10718/7003/147906/10399/10071/1654/112398/9043/7869/3479/56981/65078/9150/56848/26153/8692/10235/1906/22999/23011/2932/1808/1399/51760/6422/59284/5467/6722/60676/28956/10459/79109/8835/4879/5393/10439/9856/5607/102/84162/2064/151835/9686/9353/1956/9472/2697/89780/27185/1020/57611/25942/1826/84275/2810/51379/9699/9792/4869/6586/57698/1630/51265/23327/9564/5588/57609/387/998/51009/7251/79960/4897/23411/8829/23394/1457/4092/6387/81621/65981/56994/7474/150465/3488/6794/9928/53335/2185/54617/684/23025/84722/80031/5925/93649/185/3578/3486/201163/6832/2539/2786/10509/5465/51616/50618/84258/11116/91584,189
GO:0018205,peptidyl-lysine modification,189/5559,414/18903,1.21571599368835e-12,3.13654726371595e-10,2.21183528788521e-10,55904/3720/9031/672/26009/23338/9734/58508/10362/4802/9759/23210/60/10847/1789/79594/10013/55257/10664/7329/2138/2146/23081/57178/7468/51111/55818/1386/55870/4297/196483/6418/26147/55719/1958/8202/23326/6659/5447/51200/4654/54795/6874/10401/23558/84787/26122/51176/10363/8535/4089/10609/23410/405/6622/7403/63894/26040/22976/26053/1487/4000/55689/64324/8085/1499/55209/3008/84289/4204/10782/3054/10524/5970/57673/6879/5187/79813/54880/387893/4582/23450/5079/8464/10865/63925/8861/100507650/9757/4800/54799/8554/9474/56848/51412/9063/7994/8648/56970/27154/5905/27351/65990/84148/55011/51588/10891/10536/80314/138474/9329/4298/10155/1786/4221/408/23168/2653/23476/9869/79823/57325/30827/286053/7862/79677/8320/29117/25942/6419/92342/93624/55167/285498/29072/57634/6612/10933/4674/23054/23137/151507/79447/5926/51742/57609/9682/54556/79960/546/1725/23411/9739/6878/84695/150572/5929/53335/6883/1959/83475/54552/10208/9575/6885/3662/11107/196541/93649/114799/22823/6872/115426/201163/23181/26168/6314/80335/56979/114825/4300/84901/7469/64754/3006/6613/26155/84075/9646,189
GO:0023061,signal release,188/5559,470/18903,4.35224657305941e-07,1.70313420076507e-05,1.20101883011112e-05,1080/572/1407/2696/9066/7260/84062/9498/9627/6857/2182/55737/4129/5217/6720/5743/6813/5991/65985/5019/5978/8425/9342/80331/140679/6855/5127/55512/5864/9379/117247/6869/5906/1268/27230/148/2693/3624/10755/1908/2914/6659/10257/9572/5582/7425/54795/55107/6616/54407/3351/26056/27345/2752/56262/6812/4089/7226/25874/2029/6622/8573/6934/80223/3745/65018/808/4760/4825/133308/6809/90007/3814/55636/9024/4087/6664/8541/5781/9378/1946/8398/5413/222546/9230/5071/8660/27445/4763/415116/10497/2297/321/51768/51083/1906/22999/2932/11069/5125/51760/6422/8775/7036/2645/1855/28964/84961/5007/5467/5321/10765/1385/8609/1408/3164/3623/7849/6861/2922/301/5861/9581/8792/5211/26154/818/2308/2697/114/6854/55585/3060/2150/1020/5579/22871/5028/136/111/1488/79772/9699/389692/3123/3382/3784/5798/815/8773/112755/3091/6387/5532/5715/8825/2054/4988/9381/1143/130399/25953/23025/5894/9575/6926/64855/440279/5530/185/10814/1392/1813/654/7476/673/134/8618/2912/55088/783/339302/143425/5581/5936/84258/6844/4067,188
GO:0022411,cellular component disassembly,187/5559,483/18903,5.61226091195361e-06,0.0001411164735943,9.95127347859775e-05,5976/5048/79142/51474/81671/1659/55062/9948/6720/2011/23332/6624/832/5289/51510/10075/64147/79594/10013/9342/25793/22985/2935/3249/2931/23064/80279/6603/84687/1845/51652/2043/9829/8289/6418/5340/10133/4035/6597/146057/2258/157922/10763/9645/324/10677/3159/65082/8562/3480/56270/6455/8751/64422/401548/2934/120/2241/2059/53918/126731/11096/57466/65018/57731/57551/162989/6811/51375/65991/50810/2801/9622/54541/3684/11337/442721/3643/10524/1263/664/8408/5071/126520/196528/6840/3064/10533/6709/7405/987/6721/6376/81551/55187/9474/9448/6605/119/55604/6604/2932/118/27443/11078/1511/23405/25876/84557/11075/10226/8775/57482/54516/26235/10973/10297/51569/317/3306/7429/7153/23075/29979/84749/57231/9313/102/6457/10300/84643/11004/9922/4314/57724/130271/5578/2264/23122/2150/1020/5579/5499/285590/344148/93661/81858/30849/50861/65992/801/22828/57553/11037/6683/9821/23274/4943/139341/7251/3091/4318/55294/9927/130399/3831/27183/26586/1515/4316/6601/9140/2039/3099/132671/6314/10023/10904/10982/23192/983/713/6599/6712/11145/830/57132,187
GO:0050808,synapse organization,187/5559,432/18903,4.1135320604189203e-10,6.0300640431141e-08,4.25228996006463e-08,5048/6792/999/27067/3371/84062/1496/55737/5217/60/1739/2239/5978/43/9762/10013/5064/6547/869/1760/5802/5864/9379/1432/266727/8936/2566/2043/7143/51086/6543/8828/27253/2693/1948/79414/2258/547/23229/10882/1742/2045/5100/3480/4916/351/5792/66000/6622/2561/221935/55638/53942/288/5457/5789/2047/3084/7804/10163/22941/23114/8927/7248/7846/1499/55209/4204/1501/3684/3643/22883/26470/10458/627/8541/9378/2049/71/1946/6092/27445/729956/375790/5649/84628/2316/10497/9722/23077/3675/6376/140689/119/51150/4983/23085/1399/23544/8976/51104/1855/7337/23184/6780/6495/58504/10810/4038/577/4076/102/10152/347902/8499/10939/147381/2064/22866/23284/2823/2895/89780/8321/4774/22854/27185/10611/323/5364/1020/2562/8495/784/2915/22871/1826/653464/54674/1605/1488/2066/23768/3556/347731/387804/392617/5098/4593/387/4734/998/87/8898/4897/8829/23394/80208/8496/65981/7474/85461/81926/23025/63827/54583/55619/440279/10097/1134/1813/84623/2555/9456/831/7476/27020/23181/783/9758/1000/713/6712/10082/388336/26037/4914,187
GO:0031667,response to nutrient levels,186/5559,474/18903,2.20564191234584e-06,6.43728069440301e-05,4.53945163288705e-05,56603/27072/2696/2067/355/4925/55062/440/490/7037/6720/5743/5289/27244/5019/7481/27327/1312/8897/191/9506/8140/51422/26608/595/867/1432/2690/8614/80315/2771/3485/1386/6513/1268/84251/2309/2693/8805/1026/8195/5582/5447/7538/468/7425/4654/1032/3949/9518/9779/7376/10631/54407/2752/5292/3480/56270/2029/114789/7071/3745/22941/7412/467/81788/3600/253260/7248/11337/2353/9451/5617/10524/9024/4023/2/664/8408/5339/1582/10634/6667/10533/6721/2729/1373/9474/32/8648/10985/5594/9681/7494/84557/5251/79726/6422/10226/7392/1277/10891/55846/1822/5467/6722/57535/64121/383/79109/1788/317/9227/4852/265/8854/1603/5914/5565/23378/7252/3158/83990/57707/54828/3607/8792/5899/6935/2308/23367/5207/3141/3060/115209/3360/1536/65084/23235/8493/144577/220441/1728/7378/30849/23274/79567/153/3309/9682/23032/10325/81929/23411/9388/8131/54332/26001/4988/411/590/11133/130399/5105/435/9365/80763/5366/1030/143686/3992/56477/201163/6750/2539/80149/154743/255738/4330/4255/80010/5587/5465/4914/27347/96459,186
GO:0001667,ameboidal-type cell migration,186/5559,492/18903,3.10326646414222e-05,0.0005686383151624,0.000400993253336,5048/25960/2530/5606/9734/493/5586/5217/5743/23332/10371/10512/7481/57556/10013/23598/4627/55612/8766/1954/3315/7016/10014/64750/9404/23603/7422/1839/90/57142/6869/8503/8828/10755/5335/1908/6615/1948/154796/6237/23499/54567/3911/54453/2113/79899/2752/5879/9314/7057/2252/11221/388/51057/5793/2768/2719/9219/2241/116150/8817/22976/10163/56999/4846/161742/10501/8754/4204/9839/4902/5293/57449/3728/3725/5339/5781/1960/1003/186/6667/8660/51466/4763/7114/406942/406937/406991/3675/7869/2896/6093/8692/9448/949/2260/1906/7145/29775/5155/23189/9124/2253/9368/5467/6722/57669/28956/9270/10672/5585/3164/6385/6662/7429/3791/9590/301/5607/5170/54828/1969/9922/9353/10769/4851/3688/2697/5578/55698/9965/23122/196740/2637/6091/4163/7857/5797/2303/2066/199953/30812/54443/9564/5291/387/998/5829/1947/23411/8829/3091/4318/55294/411/2246/7474/3964/2185/130399/3397/1907/6608/90627/3357/80031/8826/286204/284/7476/673/2039/80149/10982/1000/5581/2523/55920/5587/10509/3146/2050/6273/6997/100423036/83481,186
GO:1903131,mononuclear cell differentiation,185/5559,473/18903,2.99477502249211e-06,8.39839082394527e-05,5.92239033052102e-05,572/56603/9734/54542/8943/1316/5590/9759/602/6095/23210/6929/60/1015/5788/3956/23598/25793/4627/7528/22985/5971/4066/259307/3718/5296/1021/2146/6461/57178/6603/10014/7704/4192/7422/604/1386/3953/8503/8289/2309/1958/3624/57580/6659/8744/55795/64919/6597/54567/1794/56262/51176/79798/7226/11221/9580/285282/9730/472/814/678/8324/861/5316/51043/7412/3600/7248/26253/1499/3516/359948/6774/3635/2194/3175/2353/9655/3726/55636/5734/5293/1051/10524/5771/8325/930/3725/6666/56998/51341/1960/161882/282618/1436/8651/5087/677/196528/5079/441478/9935/406991/9474/6605/51412/3566/6604/7494/6422/9678/2737/944/55846/6722/942/3398/6146/23240/3623/84766/5914/8546/301/3142/3394/2064/6935/3688/57630/8320/2150/29117/558/1880/3123/407975/5591/6482/864/29781/578/10758/387/6932/8544/7301/4092/959/3696/5532/84695/54856/6794/2185/5105/7471/3659/55274/4772/55619/3662/59067/6601/3578/10461/112616/673/84447/80149/133396/6778/84807/399/10892/6670/6599/7189/79840/3146/2547/4914/96459/4067,185
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,184/5559,450/18903,9.65842746196404e-08,4.94419501029112e-06,3.48655514312002e-06,54467/996/5689/9709/55658/369/5527/7514/10075/55968/51433/3326/5714/54620/997/84861/9978/9683/8312/79791/2931/6468/27338/57003/64750/7126/25906/26268/10213/1191/8405/10755/54850/146330/5682/11047/23640/9695/324/3300/84101/23392/90865/55212/55527/64839/81545/154214/2768/54788/1047/64795/122416/126433/899/1499/79089/11337/9655/80176/10524/10221/1263/92369/11124/5071/84937/7874/29978/2272/6477/10399/10206/100131816/1050/2729/57414/8554/6047/7353/23291/2932/51322/27351/26133/6923/55284/51343/55101/29997/1855/84961/5717/9354/26235/10973/23197/25852/10297/26232/26234/84417/5887/11059/1017/8239/23008/863/10277/116988/29979/55336/5695/255488/408/144165/79018/1453/56929/7345/57630/153769/130617/197131/5701/201595/819/7184/144699/11146/26259/90637/81858/23194/7328/5094/65992/6815/26046/554251/131405/51667/23304/5685/3309/23327/5601/4734/55743/51009/27252/57092/10296/23411/4092/6449/857/7323/55294/83892/84727/26270/9928/9575/409/6135/5686/51514/6872/196394/25827/8450/84447/25898/8945/8313/4534/150684/6599/5708/223082/342897/6613/1454,184
GO:0048732,gland development,184/5559,441/18903,1.70104372569235e-08,1.37146650383946e-06,9.67132886673244e-07,2288/3720/5310/999/3371/7049/8626/10512/5909/7481/2099/50/284217/80004/8140/51599/3249/3200/2146/8022/657/80279/595/4192/2735/4939/7422/5618/27031/3280/1181/57142/1386/55870/64919/3169/3911/5111/5156/7080/51176/2252/79798/4089/472/26019/10018/7547/3084/2909/51043/10370/144455/1499/3516/367/2194/3175/3643/1448/171023/5617/1051/9420/5970/3177/4087/10522/3725/2131/1436/2049/23705/64478/9241/7490/5087/10718/5727/8660/4763/5154/9935/1050/1373/7038/2296/55679/59277/1906/1399/5594/7494/394/6422/208/7392/2737/2253/9368/4790/6722/4124/2908/7337/3398/10765/3664/1385/383/4488/8835/6662/7849/650/6495/8854/5589/5914/3158/6658/301/3142/23213/8792/1969/1956/4851/89780/1896/3481/125981/6091/59350/5916/1605/2066/80139/5454/5660/9821/9914/2263/5307/8829/3091/6430/6729/6299/2267/857/55294/2246/7474/3488/79084/6794/9480/5105/7471/2002/6608/57045/5894/6926/2356/87178/5066/4478/1392/1030/1813/673/7498/3099/1999/8945/6778/255738/4255/6670/340481/7052/6997,184
GO:0048568,embryonic organ development,181/5559,449/18903,3.86173394134011e-07,1.55676149510273e-05,1.09779949740333e-05,5310/2067/3340/1739/5915/79977/7481/84678/51168/2254/2138/10848/1954/3249/10049/3200/657/2735/10019/653/7422/9421/27031/3280/90/5396/27042/4297/23314/25902/5340/6491/6615/51141/8195/55112/468/10763/9645/5156/7020/347733/55212/51176/2201/121227/3491/405/27173/51057/7547/221908/8928/4760/2019/10370/144455/6692/5090/10653/26005/1499/3516/10736/3726/55636/3880/1051/474/4087/2/10265/6664/57453/2885/161882/2535/9241/9021/5087/677/5727/613/7003/196528/5079/5154/6262/9935/1050/10083/7005/80199/57545/2296/1906/8648/5125/5594/11078/150274/5155/2737/1855/2253/51684/9368/6722/3398/2034/5357/6662/7849/6495/3791/8854/10155/5914/54806/10253/3142/10660/1969/26018/1956/4851/6935/89780/8320/7401/55764/348093/3481/2637/23414/5916/26259/2290/2303/29072/7262/4762/3638/2709/5456/161497/55773/3784/2263/998/3091/57534/65009/6299/80714/1749/7474/1889/5930/7471/6608/6926/54583/6434/9394/4647/79805/286204/6911/7545/57728/57216/28982/133060/25836/50515/2186/6670/286262/10194/91584,181
GO:0050673,epithelial cell proliferation,181/5559,481/18903,5.31242377102742e-05,0.0008460526746451,0.0005966207437195,64102/572/170302/4804/7049/8626/1739/5909/2099/55612/26051/2254/3299/80004/2138/3249/1021/657/595/4192/2735/653/7422/3280/57142/6869/1386/8828/2693/8805/5335/6431/1948/9572/64919/7538/54567/599/3911/2488/1019/2752/7057/2252/3487/405/11221/8573/2719/6934/8324/4825/1499/3516/6774/367/5314/598/5293/1296/5617/1051/9420/5017/6664/10522/3725/1960/9241/6331/6667/677/5727/8660/4763/441478/3150/29128/406991/3479/2896/57560/55679/949/2260/80173/5594/7494/5155/2321/6422/5467/3398/10765/3664/383/9270/3164/6662/650/6495/3791/8854/4221/3142/23213/5607/5170/2064/1969/49860/130120/1956/4851/6935/60485/5578/89780/130367/27152/196740/3481/6091/4163/7857/5797/126695/2810/80139/5591/864/578/5291/5798/2263/998/3912/23411/8829/3091/182/2267/1749/857/6387/55294/2246/7474/3488/79031/79084/6794/687/92/2069/3397/6608/1028/26298/3357/5925/79805/185/3486/1030/1813/654/7476/201163/135228/7498/120425/8945/6778/2523/9500/5587/3146/283/100423036/83481,181
GO:0022407,regulation of cell-cell adhesion,181/5559,490/18903,0.0001671816395864,0.00211021834703,0.0014880870628342,572/5329/960/999/54542/65125/10076/8943/5590/10272/8440/7037/60/1739/384/5788/53827/3956/10725/259307/64926/7297/3718/81704/6461/57178/6603/1845/7704/4192/975/10019/9750/1432/266727/7422/604/3280/868/3485/7143/8289/2309/4072/10808/5340/6659/1948/8744/79414/6597/3169/4301/2113/2045/5100/10457/9314/51176/6541/11221/9580/4651/27242/288/9223/50848/861/51043/7412/3600/10370/10653/5314/9655/1051/10524/5970/5771/6666/5781/1960/91663/282618/2049/1946/8651/196528/3117/4155/441478/100133941/406991/6376/3479/6605/51412/3566/6604/7494/1511/2737/942/57669/10459/383/23240/54900/6385/650/6370/5914/84034/8546/23075/301/64844/3142/5607/22915/2064/27/3329/26154/4851/51571/7070/5578/89780/836/29117/3481/9306/11146/80139/2650/3123/864/5588/387/55824/1947/1725/182/4092/959/9780/29108/2267/857/6387/1949/56940/7474/84695/5105/7471/3659/57045/55274/59067/8654/5530/6601/56477/654/2039/80149/84807/283234/399/10892/6599/7189/340481/5074/5592/5465/3146/1604/4067,181
GO:0031331,positive regulation of cellular catabolic process,179/5559,429/18903,2.64392030153728e-08,1.93101138614596e-06,1.36171361885544e-06,54467/572/5976/7812/51085/51099/23034/9709/54542/4904/55062/26986/56915/57690/58476/8671/27244/4849/8570/27327/25793/9567/23112/9978/9517/5127/8312/2931/20/152503/4848/2309/1191/10133/7538/23404/23640/23318/79899/3300/90865/55212/10140/351/405/6622/154214/401548/472/54915/9531/678/10018/60592/3192/9337/65018/10642/7832/51375/7248/8754/11337/3643/9655/81603/10605/167227/10524/10221/1263/664/8408/64110/399664/5071/677/8660/389421/29978/3064/7405/10399/10206/1050/10984/55802/2729/3479/8554/55187/6093/11043/2932/79670/51322/9681/215/11040/6923/208/51343/29997/1855/7957/11044/57535/5393/3791/863/29979/255488/144165/1453/5899/10769/92140/85456/10658/2308/57630/23367/153769/26086/27185/26259/220441/90637/26137/65992/29883/131405/51667/9821/5601/5291/55743/4898/23411/3091/4092/8131/6449/857/55294/57472/6794/440730/2185/64282/60673/51429/9698/23287/6885/87178/79068/57721/154197/6872/203228/143686/25819/26353/255967/201163/6832/25898/80149/5049/8313/255738/5587/5465/6613/3146/5770/1454/440823,179
GO:0042391,regulation of membrane potential,179/5559,431/18903,3.93216751914466e-08,2.48651769592971e-06,1.75344642417173e-06,1080/572/6329/9498/3757/5318/5590/8514/9948/1739/8671/2767/6548/79594/2568/8911/6547/869/3783/1760/2906/2931/4355/2566/6869/4297/6543/1268/1135/148/482/2258/54795/10401/1742/948/27345/10021/351/66000/6622/817/2561/288/23704/1525/2890/3778/3745/65018/808/2560/476/2898/8645/138429/4204/6335/2897/598/3728/10458/664/9378/2567/6331/131096/5071/10345/353174/5649/8912/6334/2316/6262/10497/9722/10399/154881/5348/2729/8913/477/1497/483/1906/22999/2932/9424/2742/215/208/23373/1855/2892/80025/3791/7533/3775/6326/6332/64116/3756/8001/9472/2895/2697/781/776/3060/7871/153396/1020/2562/784/2915/22871/7314/3777/84275/9699/200959/29119/2903/90134/401190/5575/801/1756/10962/594857/578/153/23327/3784/4734/3781/3776/8898/6910/4897/1811/1832/112755/54207/56853/4092/259232/9780/857/3736/4988/2257/1143/30819/2185/2537/1134/27068/5530/123041/409/5366/152404/2559/1813/2900/2555/6328/7476/63895/57465/134/348980/783/55800/54112/56660/5350,179
GO:0043410,positive regulation of MAPK cascade,179/5559,496/18903,0.000676346162794,0.0059596075819965,0.004202605363004,960/5606/50937/5590/2261/3340/2046/5151/9175/10371/5788/4616/8312/1687/2146/9693/975/7422/2690/2771/2043/5906/148/9479/3624/1908/2914/3276/10912/9518/4294/84231/5156/51347/948/22881/10457/7057/3480/4916/8844/3487/351/5058/9344/6014/8324/8817/3084/653361/57551/6464/152110/1499/8754/367/3814/238/3643/4296/8325/3725/5781/242/768211/1436/5320/5478/5154/406954/100133941/406991/6376/9043/10178/3479/6093/2260/1906/50507/1399/5155/2321/2253/28956/4852/650/3791/23008/25759/84766/9590/6370/10253/408/5607/23005/8412/23533/8792/2064/1956/4851/5578/57630/153769/2264/9965/4889/2150/3481/2915/1880/6091/5028/147/2492/112464/2066/23236/3123/220164/56919/8685/9821/7185/10347/6416/2263/998/5609/10961/8829/65009/29108/55294/8567/4988/56940/2246/7474/51277/2185/7186/55504/84962/5894/25778/9365/6885/3357/7099/8654/8826/409/3486/1813/85458/284/7476/27020/673/7498/1857/6283/134/80149/1398/1000/2861/5581/7189/9500/3146/5770/389658/4914/27347/6997,179
GO:0032970,regulation of actin filament-based process,178/5559,406/18903,3.22903200963619e-10,4.84354801445429e-08,3.41558073773268e-08,55971/23221/27067/51474/29085/5318/1496/5217/8440/9948/23332/55160/6624/1739/832/7481/6548/64857/4627/23406/5296/3984/7016/4192/8936/5144/6869/390/4035/343578/7408/8195/80115/2258/54795/9535/9026/80206/5156/10677/29109/5879/9873/10021/54509/7168/4916/4089/7226/388/817/93663/2934/120/5058/9344/2241/2059/10163/50848/2909/57731/57551/253260/7248/1613/5881/442721/5734/3728/10458/2885/91663/79541/1436/6331/71/1946/5071/116985/51466/2316/6840/5154/6709/6262/7114/406991/6376/10178/477/10787/22998/1265/6093/9886/119/1906/55604/118/11078/10391/6422/8976/23189/57482/55704/9270/6385/7429/163782/10810/23075/10152/122786/54828/27/9353/10788/10435/130271/51571/11013/10092/10602/23122/2150/22836/1020/171024/27289/93661/29119/5142/6281/554212/406929/342184/395/387/998/9620/79822/5829/1832/8829/29108/857/6387/7139/51019/2185/3397/11135/684/51429/85415/8826/85464/23671/90102/5066/58527/203228/85458/673/286527/2039/134/27236/123016/1398/399/5581/6712/4703/5350/830,178
GO:0051656,establishment of organelle localization,178/5559,437/18903,2.11875177754357e-07,9.69216238663548e-06,6.83473417750337e-06,5048/79090/84062/4134/9696/8943/9892/5590/55062/3993/23332/1739/6813/4133/1785/7514/10464/51510/55968/51168/7430/10013/9342/4627/55512/8766/79816/5864/1759/7016/867/8936/51652/117583/59349/1063/55717/8195/30817/10749/5819/547/60412/92558/29109/6812/55755/54874/55212/4542/83540/6622/55638/9919/56288/472/2241/3192/65018/4000/23353/2669/79789/83696/1499/153241/10015/5314/5293/10524/51134/4642/5413/9230/5071/3916/89958/3064/26286/27095/23224/56848/10947/23291/3566/5108/81610/8120/8976/5730/57584/4927/9368/6385/4430/8546/2922/10253/63971/4926/5861/8499/5170/84643/1453/11004/27436/23233/1060/6993/7013/3688/2697/22878/7345/56776/1780/26086/23122/10252/1020/22871/7314/136/5870/126003/4869/22906/387755/199953/54785/1778/6683/9846/55773/79567/57102/8832/998/7251/81929/55763/8773/3091/4935/80208/64149/8825/4001/150465/6794/9928/55686/29899/55288/27183/84722/56907/23287/64005/8027/4647/54536/79998/10814/79648/9638/51128/162282/26958/7109/55088/23265/3985/23299/3281/4067/57132,178
GO:0001503,ossification,178/5559,429/18903,4.64573088675514e-08,2.816530990612e-06,1.98616571365719e-06,1462/3371/2261/10272/490/8626/5743/58476/5978/7481/43/3183/51430/2254/55512/6320/1021/657/57003/1655/7704/4192/2735/1432/653/90/6869/4209/23314/6615/79639/468/54857/3727/54795/3021/3295/7020/22801/4091/23317/55589/51176/2201/1009/10140/1213/4089/1291/3491/7286/2719/51232/3192/7071/8817/6497/861/9249/4146/3020/3636/4745/7171/1499/3516/2194/10736/3726/5734/9451/1051/2101/6664/56998/5781/2131/54880/9241/83999/10766/9923/5087/5727/6261/4763/27044/134701/1050/406991/3479/2296/57560/2932/5594/5251/6422/2737/51684/28964/1277/23184/4488/265/6662/6238/650/4221/4038/658/8792/1969/8994/1956/4851/2132/81792/89780/133522/8321/5701/5364/27152/8642/3481/23051/2303/196527/9636/9260/6096/406929/89/30812/864/22904/2263/387/5744/3091/4318/182/4092/2068/1311/1749/9562/81621/26271/4090/7474/3488/2185/92/1959/51119/6608/57045/9365/51374/5530/3486/25819/654/90993/25836/84059/10143/4054/8313/4330/7059/79697/6670/7189/5587/442911/1290,178
