peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
124,chr19,11089049,11091180,2132,7.19875,6.429142,7.697944,-1.125041,3.45659884435487e-10,1.32265082231411e-07,Promoter (<=1kb),19,11089462,11131525,42064,1,ENSG00000130164.14,ENST00000557933.5,0
125,chr17,45147234,45150332,3099,7.878259,7.152858,8.358702,-1.086973,3.58285340997862e-10,1.35369098109255e-07,Promoter (<=1kb),17,45148475,45152099,3625,1,ENSG00000186834.4,ENST00000332499.4,0
126,chr2,62465802,62466535,734,5.025066,5.74343,3.529673,1.710304,3.59477878135351e-10,1.35369098109255e-07,Promoter (2-3kb),2,62463127,62464070,944,1,ENSG00000228541.3,ENST00000416845.1,2675
127,chr11,119094056,119096065,2010,7.17986,6.466173,7.655194,-1.083263,3.71213456772058e-10,1.38687685802525e-07,Promoter (<=1kb),11,119093874,119095465,1592,2,ENSG00000188486.4,ENST00000530167.2,0
128,chr19,38506722,38507752,1031,5.69405,4.491068,6.340787,-1.497039,3.8436213028552603e-10,1.41893866000805e-07,"Exon (ENST00000359596.8/ENSG00000196218.14, exon 57 of 106)",19,38496215,38565228,69014,1,ENSG00000196218.14,ENST00000594335.5,10507
129,chr9,88313204,88314342,1139,5.927792,4.92342,6.514208,-1.349442,3.8577619107452005e-10,1.41893866000805e-07,Distal Intergenic,9,88324454,88325339,886,1,ENSG00000226327.3,ENST00000445182.2,-10112
130,chr9,134067612,134068866,1255,6.316985,5.463502,6.849604,-1.214415,4.07849061388631e-10,1.48858632805906e-07,Promoter (<=1kb),9,134030305,134068026,37722,2,ENSG00000169925.17,ENST00000303407.12,0
131,chr16,12613192,12614114,923,6.152425,5.08012,6.760705,-1.387318,4.26304931678653e-10,1.53637644872555e-07,Promoter (<=1kb),16,12614451,12614852,402,1,ENSG00000274834.1,ENST00000615100.1,-337
132,chr19,16896177,16898062,1886,6.832484,6.031348,7.344563,-1.15063,4.27418840060219e-10,1.53637644872555e-07,Promoter (<=1kb),19,16892954,16896973,4020,2,ENSG00000160111.15,ENST00000600235.5,0
133,chr9,129176721,129179709,2989,7.838488,7.108818,8.320777,-1.090661,4.4498039258166003e-10,1.58407210613085e-07,Promoter (<=1kb),9,129175552,129178261,2710,2,ENSG00000188483.8,ENST00000372491.4,0
134,chr22,37806451,37808357,1907,6.910215,5.922157,7.491174,-1.325855,4.47364825117042e-10,1.58407210613085e-07,Promoter (<=1kb),22,37807905,37817176,9272,1,ENSG00000100116.17,ENST00000323205.10,0
135,chr12,124913474,124915472,1999,6.331549,5.390101,6.896453,-1.281231,4.76497754711043e-10,1.67473077522441e-07,Promoter (<=1kb),12,124911604,124915348,3745,2,ENSG00000150991.16,ENST00000536769.1,0
136,chr9,128066870,128068757,1888,7.599645,6.857479,8.087294,-1.098079,4.83697319510477e-10,1.68753458942155e-07,Promoter (<=1kb),9,128068201,128109244,41044,1,ENSG00000148339.13,ENST00000373068.6,0
137,chr17,82614922,82616084,1163,4.466542,0.852672,5.406385,-3.744835,4.87595692661053e-10,1.68871827922494e-07,Promoter (1-2kb),17,82616618,82617519,902,2,ENSG00000141580.16,ENST00000577774.1,1435
138,chr1,1058684,1060163,1480,5.716633,4.630861,6.32909,-1.426925,5.29288026553894e-10,1.81983031042965e-07,Promoter (<=1kb),1,1059687,1066449,6763,1,ENSG00000291156.1,ENST00000688131.1,0
139,chr17,7238704,7240036,1333,6.949745,6.17828,7.449708,-1.123844,5.42040190388631e-10,1.85026783838559e-07,Promoter (<=1kb),17,7235029,7239439,4411,2,ENSG00000040633.13,ENST00000571362.5,0
140,chr13,53342804,53343780,977,5.566438,6.233002,4.289644,1.499168,5.67323762671863e-10,1.92274127794675e-07,Promoter (1-2kb),13,53345211,53410880,65670,1,ENSG00000273919.1,ENST00000615176.1,-1431
141,chr19,41263275,41264638,1364,7.147459,6.367688,7.650849,-1.134622,6.4976556687512e-10,2.18653025653125e-07,Promoter (<=1kb),19,41264372,41307038,42667,1,ENSG00000105323.18,ENST00000378215.8,0
142,chr12,2794238,2796450,2213,6.340029,5.423561,6.896037,-1.258337,6.7593211471632e-10,2.25856528021549e-07,Promoter (<=1kb),12,2794970,2805423,10454,1,ENSG00000004478.8,ENST00000001008.6,0
143,chr3,129312725,129317192,4468,7.076389,6.357297,7.554088,-1.069479,6.88356870220498e-10,2.27445046149505e-07,Promoter (<=1kb),3,129314771,129316286,1516,2,ENSG00000184897.7,ENST00000333762.6,0
144,chr19,51338671,51340649,1979,7.048243,6.317018,7.531202,-1.087602,6.946800232046911e-10,2.27445046149505e-07,Promoter (<=1kb),19,51331536,51339755,8220,2,ENSG00000186806.6,ENST00000600663.1,0
145,chr1,234609146,234611619,2474,6.866241,6.144758,7.34498,-1.077464,6.95066845634763e-10,2.27445046149505e-07,Promoter (<=1kb),1,234604269,234609525,5257,2,ENSG00000168264.11,ENST00000366610.7,0
146,chr19,1489940,1491617,1678,7.356078,6.627928,7.83771,-1.079035,7.09809520494193e-10,2.30678370742524e-07,Promoter (<=1kb),19,1491166,1496181,5016,1,ENSG00000115255.12,ENST00000591735.2,0
147,chr5,176536401,176538446,2046,7.492817,6.819313,7.950168,-1.026061,7.281298426940221e-10,2.35022481470381e-07,Promoter (<=1kb),5,176526712,176537402,10691,2,ENSG00000146083.12,ENST00000274811.9,0
148,chr19,44844468,44847225,2758,7.288952,6.590942,7.757356,-1.049592,7.401384270715501e-10,2.37284378970885e-07,Promoter (<=1kb),19,44846175,44878941,32767,1,ENSG00000130202.10,ENST00000252485.8,0
149,chr17,63961488,63962361,874,5.440103,4.236991,6.086876,-1.501469,7.467590687163271e-10,2.37800163036592e-07,Promoter (<=1kb),17,63959373,63961693,2321,2,ENSG00000007314.12,ENST00000581514.1,0
150,chr7,157138391,157139575,1185,6.092958,5.199124,6.640722,-1.251582,7.51946392554405e-10,2.37855682892809e-07,Promoter (<=1kb),7,157138916,157189296,50381,1,ENSG00000009335.18,ENST00000611269.4,0
151,chr19,45467153,45470092,2940,7.155193,6.454218,7.624916,-1.058592,7.867579806909811e-10,2.47219156740567e-07,Promoter (<=1kb),19,45467995,45473012,5018,1,ENSG00000125740.14,ENST00000615753.4,0
152,chr9,112866452,112868053,1602,6.448286,5.385284,7.053652,-1.374833,8.44980421574334e-10,2.631297951901e-07,3' UTR,9,112856708,112881671,24964,1,ENSG00000148158.17,ENST00000604751.1,9744
153,chr3,57948761,57949764,1004,5.147215,5.831546,3.799978,1.608284,8.48483785704041e-10,2.631297951901e-07,Distal Intergenic,3,57941818,57942304,487,1,ENSG00000213509.4,ENST00000462517.1,6943
154,chr19,45496246,45500061,3816,7.26586,6.542789,7.745291,-1.08319,8.62552569120808e-10,2.65755807140546e-07,Promoter (<=1kb),19,45485294,45497047,11754,2,ENSG00000125744.12,ENST00000245923.9,0
155,chr19,4968030,4969538,1509,7.639895,6.9366,8.110647,-1.056765,1.0315504590450502e-09,3.15774233424321e-07,Promoter (<=1kb),19,4969113,5153595,184483,1,ENSG00000127663.15,ENST00000611640.4,0
156,chr6,121847239,121847359,121,5.241514,5.948583,3.797393,1.712658,1.0467822598946e-09,3.18377864143494e-07,Distal Intergenic,6,121857813,121870910,13098,1,ENSG00000289871.1,ENST00000701253.1,-10454
157,chr19,53979724,53982118,2395,7.785744,7.044804,8.272871,-1.097233,1.05347590352657e-09,3.18377864143494e-07,Promoter (<=1kb),19,53982307,53982397,91,1,ENSG00000284583.1,ENST00000401179.1,-189
158,chr19,18152222,18153817,1596,7.032541,6.311545,7.51107,-1.077342,1.0747146039385702e-09,3.22740876757452e-07,Promoter (<=1kb),19,18153163,18170532,17370,1,ENSG00000105647.19,ENST00000222254.13,0
159,chr19,3284547,3286206,1660,7.038979,6.305439,7.522935,-1.079355,1.0882650446709e-09,3.24754715971981e-07,Promoter (<=1kb),19,3284762,3293401,8640,1,ENSG00000161082.13,ENST00000591483.1,0
160,chr5,119488563,119488680,118,5.852352,6.413354,4.921934,1.35439,1.1046277777143302e-09,3.27577367481184e-07,Promoter (2-3kb),5,119491069,119542446,51378,1,ENSG00000133835.18,ENST00000683372.1,-2389
161,chrX,53507293,53507413,121,6.079626,6.968654,3.324004,2.574427,1.2535571582219e-09,3.6943341641809e-07,Distal Intergenic,23,53533542,53534659,1118,2,ENSG00000086758.17,ENST00000488459.1,27246
162,chr16,31179395,31181520,2126,6.554008,5.79326,7.049508,-1.110068,1.30280025164188e-09,3.81575718147556e-07,Promoter (<=1kb),16,31180138,31191602,11465,1,ENSG00000089280.19,ENST00000566605.5,0
163,chr10,102917281,102919088,1808,7.672504,6.998923,8.129889,-1.02624,1.31926555645377e-09,3.84027681733854e-07,Promoter (<=1kb),10,102918294,103090222,171929,1,ENSG00000148842.18,ENST00000369878.9,0
164,chr2,85538250,85540101,1852,6.76298,6.031194,7.246181,-1.078933,1.3328451995165902e-09,3.856148721138e-07,Promoter (<=1kb),2,85539168,85541454,2287,1,ENSG00000168906.13,ENST00000465151.5,0
165,chr19,55384711,55386286,1576,6.498838,5.734179,6.995972,-1.137233,1.34392113302475e-09,3.85647749742654e-07,Promoter (<=1kb),19,55385932,55387036,1105,1,ENSG00000108107.15,ENST00000431533.6,0
166,chr7,104772340,104772951,612,6.067936,6.625479,5.1472,1.238282,1.34921443384928e-09,3.85647749742654e-07,"Intron (ENST00000401970.3/ENSG00000187416.13, intron 2 of 3)",7,104738597,104757748,19152,2,ENSG00000226869.6,ENST00000433514.5,-14592
167,chr9,128551941,128553271,1331,6.874925,6.147435,7.356272,-1.085205,1.4652266578441201e-09,4.15689272390826e-07,Promoter (<=1kb),9,128552558,128633662,81105,1,ENSG00000197694.19,ENST00000372731.8,0
168,chr17,7241774,7243495,1722,6.361823,5.474429,6.907208,-1.221656,1.4718385972361101e-09,4.15689272390826e-07,Promoter (<=1kb),17,7240008,7242449,2442,2,ENSG00000170296.10,ENST00000302386.10,0
169,chr16,25950576,25951344,769,5.306479,6.000026,3.920936,1.573235,1.5128678393052302e-09,4.24748835735825e-07,"Intron (ENST00000331351.6/ENSG00000182601.7, intron 1 of 1)",16,25886746,26136207,249462,1,ENSG00000182601.7,ENST00000475436.1,63830
170,chr11,46338570,46339678,1109,6.600918,5.822203,7.103874,-1.131929,1.5464878141524302e-09,4.31633845917085e-07,Promoter (<=1kb),11,46338598,46368045,29448,1,ENSG00000149091.15,ENST00000525242.5,0
171,chr19,45506275,45508232,1958,6.754708,5.952789,7.267101,-1.145807,1.72300007243557e-09,4.78087177993702e-07,Promoter (<=1kb),19,45506579,45517834,11256,1,ENSG00000125753.15,ENST00000589627.1,0
172,chr18,51417611,51418667,1057,5.772621,4.678571,6.387619,-1.403886,1.7492221025750502e-09,4.82541222808028e-07,"Intron (ENST00000635503.2/ENSG00000227115.10, intron 3 of 3)",18,51421063,51421674,612,2,ENSG00000266201.1,ENST00000583960.1,3007
173,chr19,9818545,9819864,1320,7.541168,6.811148,8.023608,-1.076695,1.8606784940383803e-09,5.10320654249325e-07,Promoter (<=1kb),19,9810267,9818829,8563,2,ENSG00000127452.9,ENST00000586651.5,0
174,chr7,5423189,5425432,2244,6.195749,5.36864,6.718149,-1.189519,1.96708801921382e-09,5.36404553653202e-07,Promoter (<=1kb),7,5306790,5423546,116757,2,ENSG00000182095.15,ENST00000399537.8,0
175,chr10,85492610,85493264,655,5.185816,5.844413,3.939263,1.496165,1.99301570142004e-09,5.40369194291304e-07,Distal Intergenic,10,85526880,85531115,4236,2,ENSG00000279910.1,ENST00000623972.1,37851
176,chr6,44075642,44077326,1685,5.721236,4.717261,6.307521,-1.33836,2.09539779145347e-09,5.64900195505024e-07,Promoter (<=1kb),6,43931572,44074655,143084,2,ENSG00000237686.8,ENST00000687455.1,-987
177,chr19,48634339,48636181,1843,6.255534,5.407213,6.786174,-1.206544,2.20831046043475e-09,5.91976919359932e-07,Promoter (<=1kb),19,48630685,48634636,3952,2,ENSG00000105516.11,ENST00000599385.5,0
178,chr19,1248020,1252087,4068,7.725158,6.930595,8.234583,-1.140595,2.25552963329337e-09,6.01238033935413e-07,Promoter (<=1kb),19,1248553,1259143,10591,1,ENSG00000167470.14,ENST00000300952.7,0
179,chr16,67168998,67171332,2335,7.553586,6.842728,8.027678,-1.057151,2.3507339045007602e-09,6.20572366407783e-07,Promoter (<=1kb),16,67169074,67169941,868,1,ENSG00000102878.18,ENST00000521916.1,0
180,chr2,28412797,28414328,1532,4.819749,3.269453,5.549681,-1.737086,2.35421990291268e-09,6.20572366407783e-07,3' UTR,2,28425945,28426719,775,1,ENSG00000270210.1,ENST00000605056.1,-11617
181,chr14,100239919,100240730,812,5.589266,4.522292,6.19588,-1.378303,2.58598359549079e-09,6.77899169275398e-07,Promoter (<=1kb),14,100240639,100278586,37948,1,ENSG00000100811.15,ENST00000704485.1,0
182,chr19,6736595,6740951,4357,8.064911,7.392611,8.521712,-1.020203,2.6404143558980303e-09,6.85353967713254e-07,Promoter (<=1kb),19,6737925,6751500,13576,1,ENSG00000125733.18,ENST00000600428.5,0
183,chr1,32072277,32073678,1402,7.38859,6.701304,7.852191,-1.03068,2.64331006768516e-09,6.85353967713254e-07,Promoter (<=1kb),1,32072935,32091745,18811,1,ENSG00000121775.18,ENST00000438825.5,0
184,chr11,27664189,27664305,117,4.006851,4.936122,0.621299,3.37264,2.6629202996712e-09,6.86686099884778e-07,"Intron (ENST00000652063.1/ENSG00000245573.9, intron 5 of 5)",11,27654893,27659658,4766,2,ENSG00000176697.20,ENST00000525528.1,-4531
185,chr19,1081901,1082996,1096,6.254933,5.441769,6.771823,-1.173913,2.7021799837302402e-09,6.93043437124501e-07,Promoter (<=1kb),19,1082521,1083329,809,1,ENSG00000180448.11,ENST00000590512.1,0
186,chr19,7196985,7198586,1602,6.045543,5.171022,6.586131,-1.214118,2.7333885699062e-09,6.94218687499562e-07,"Intron (ENST00000341500.9/ENSG00000171105.14, intron 2 of 20)",19,7159423,7167978,8556,2,ENSG00000171105.14,ENST00000600492.1,-29007
187,chr20,62793745,62795693,1949,6.494233,5.728029,6.992012,-1.113962,2.7360245861241404e-09,6.94218687499562e-07,Promoter (<=1kb),20,62796473,62801729,5257,1,ENSG00000101189.7,ENST00000370487.5,-780
188,chr19,45001214,45002512,1299,6.388115,5.58757,6.899956,-1.14893,2.7727812456347603e-09,6.99802790121693e-07,Promoter (<=1kb),19,45001461,45012229,10769,1,ENSG00000104856.15,ENST00000509480.5,0
189,chr19,48491038,48494089,3052,8.193595,7.432974,8.689042,-1.112102,2.8441963485760403e-09,7.14028721413946e-07,"Exon (ENST00000648216.1/ENSG00000142235.13, exon 2 of 5)",19,48485271,48498405,13135,2,ENSG00000142235.13,ENST00000648216.1,4316
190,chr19,40424761,40426624,1864,7.147424,6.500164,7.59263,-0.992278,2.86734179306195e-09,7.16050702090545e-07,Promoter (<=1kb),19,40421589,40425992,4404,2,ENSG00000197019.5,ENST00000357949.5,0
191,chr12,6765401,6769419,4019,7.548905,6.88145,8.003485,-1.011548,2.9263696280613503e-09,7.2696537231547e-07,Promoter (<=1kb),12,6748795,6767475,18681,2,ENSG00000089693.11,ENST00000539187.5,0
192,chr1,228164908,228166785,1878,7.506555,6.83213,7.964326,-1.017391,2.98117977203064e-09,7.36724051163072e-07,Promoter (<=1kb),1,228165804,228182257,16454,1,ENSG00000181873.13,ENST00000366711.4,0
193,chr19,17841279,17842914,1636,7.114636,6.404645,7.588346,-1.047946,3.0399986918625303e-09,7.47367139541417e-07,Promoter (<=1kb),19,17824808,17842079,17272,2,ENSG00000105639.21,ENST00000696967.1,0
194,chr7,123692387,123692882,496,5.513215,6.113209,4.467158,1.385998,3.10935768906796e-09,7.60478369231425e-07,"Exon (ENST00000223023.5/ENSG00000106299.8, exon 9 of 11)",7,123655869,123663588,7720,1,ENSG00000170807.12,ENST00000456238.2,36518
195,chr19,51702123,51704687,2565,6.576968,5.836213,7.064016,-1.088469,3.15479416800758e-09,7.67634224018583e-07,Promoter (<=1kb),19,51702536,51705175,2640,1,ENSG00000182310.15,ENST00000572160.5,0
196,chr7,99943963,99944997,1035,5.689926,4.655874,6.286063,-1.34984,3.2294053896724702e-09,7.81779729230506e-07,"Exon (ENST00000456499.1/ENSG00000237640.1, exon 2 of 3)",7,99952033,99952158,126,1,ENSG00000222966.1,ENST00000411034.1,-7036
197,chr19,18436637,18439092,2456,6.498917,5.745236,6.991448,-1.122421,3.2526239042330102e-09,7.83403548264202e-07,Promoter (<=1kb),19,18434388,18438111,3724,2,ENSG00000105655.19,ENST00000582811.6,0
198,chr1,68276428,68276810,383,4.284039,5.0828,2.342804,1.913457,3.4137318303412704e-09,8.15067392586467e-07,Distal Intergenic,1,68282388,68282622,235,1,ENSG00000225242.2,ENST00000430845.2,-5578
199,chr19,8389725,8391104,1380,7.590275,6.955537,8.02957,-0.983153,3.41844569053926e-09,8.15067392586467e-07,Promoter (<=1kb),19,8389981,8402550,12570,1,ENSG00000185236.12,ENST00000600719.5,0
200,chr5,160266002,160267182,1181,4.916398,5.610534,3.528364,1.58105,3.4530728979671102e-09,8.19207014313717e-07,"Intron (ENST00000257536.13/ENSG00000135083.17, intron 3 of 5)",5,160258253,160258585,333,1,ENSG00000254373.1,ENST00000522428.1,7749
201,chr11,104781535,104782990,1456,6.066085,5.16951,6.614856,-1.223348,3.4720069042637105e-09,8.19494639071708e-07,Distal Intergenic,11,104873264,104873417,154,1,ENSG00000254569.1,ENST00000531656.1,-90274
202,chr8,136814991,136815103,113,3.777393,4.777393,0.0,6.625872,3.5186200576087303e-09,8.19494639071708e-07,"Intron (ENST00000524346.6/ENSG00000254101.8, intron 4 of 5)",8,136805273,136815687,10415,1,ENSG00000254101.8,ENST00000653309.1,9718
203,chr4,186725534,186727422,1889,5.945693,4.981827,6.518407,-1.283117,3.52027082914254e-09,8.19494639071708e-07,Promoter (<=1kb),4,186708363,186726722,18360,2,ENSG00000083857.15,ENST00000509647.1,0
204,chr17,79796742,79798063,1322,6.521884,5.737584,7.027132,-1.127735,3.5233709823518104e-09,8.19494639071708e-07,Promoter (<=1kb),17,79792132,79797077,4946,2,ENSG00000141570.11,ENST00000269385.9,0
205,chr5,126057021,126057660,640,5.703807,4.725135,6.28159,-1.317314,3.5878621747553e-09,8.30423826672145e-07,"Intron (ENST00000651847.1/ENSG00000248752.3, intron 3 of 15)",5,125966777,125968085,1309,2,ENSG00000241888.2,ENST00000470913.2,-88936
206,chr15,39886348,39888114,1767,6.744102,6.043292,7.213752,-1.04298,3.67935297616187e-09,8.47129998227302e-07,"Intron (ENST00000561100.2/ENSG00000166073.11, intron 1 of 2)",15,39801824,39894527,92704,2,ENSG00000166073.11,ENST00000560729.1,6413
207,chr19,45640771,45644118,3348,7.372396,6.685738,7.835713,-1.027096,3.70701556523277e-09,8.47129998227302e-07,Promoter (<=1kb),19,45609402,45643727,34326,2,ENSG00000125746.18,ENST00000536630.5,0
208,chr17,43905912,43908528,2617,6.808865,6.048663,7.304136,-1.099041,3.7421764239324e-09,8.47129998227302e-07,Promoter (<=1kb),17,43875360,43907536,32177,2,ENSG00000108852.16,ENST00000269095.9,0
209,chr11,129439897,129440487,591,5.330309,3.965785,6.018836,-1.564453,3.744710028767911e-09,8.47129998227302e-07,"Intron (ENST00000281437.6/ENSG00000043039.7, intron 2 of 3)",11,129436174,129438321,2148,1,ENSG00000043039.7,ENST00000605151.1,3723
210,chr19,17948988,17951106,2119,5.87052,4.947799,6.428774,-1.258518,3.74931081663576e-09,8.47129998227302e-07,Promoter (<=1kb),19,17951293,18000080,48788,1,ENSG00000105642.16,ENST00000222249.13,-187
211,chr22,38505631,38506933,1303,6.045094,5.181007,6.58175,-1.212087,3.87542596124655e-09,8.71474933693015e-07,Promoter (<=1kb),22,38483438,38506311,22874,2,ENSG00000100201.23,ENST00000403230.3,0
212,chr7,14812542,14812662,121,6.150049,6.716609,5.203889,1.324591,3.934465797381921e-09,8.80577986576308e-07,Promoter (1-2kb),7,14814131,14816565,2435,1,ENSG00000226323.1,ENST00000412014.1,-1469
213,chr2,20446322,20448982,2661,7.45145,6.70357,7.941529,-1.086618,4.09882265998986e-09,9.09105732411901e-07,Promoter (<=1kb),2,20447074,20449440,2367,1,ENSG00000143878.10,ENST00000272233.6,0
214,chr11,46120312,46122492,2181,6.619909,5.895712,7.099828,-1.083673,4.10031812781569e-09,9.09105732411901e-07,Promoter (<=1kb),11,45929319,46121454,192136,2,ENSG00000135365.17,ENST00000676320.1,0
215,chr10,60003370,60004228,859,5.106152,5.795622,3.737707,1.520084,4.1194093000455e-09,9.09105732411901e-07,Distal Intergenic,10,60029691,60044803,15113,2,ENSG00000151150.22,ENST00000489505.2,40575
216,chr8,24912731,24915805,3075,7.303213,6.592134,7.777402,-1.053058,4.1706206154530205e-09,9.16146328527846e-07,Promoter (<=1kb),8,24913758,24915692,1935,1,ENSG00000104722.14,ENST00000523467.1,0
217,chr19,10288513,10290654,2142,6.589244,5.825052,7.086184,-1.103848,4.20938824609762e-09,9.1659616886281e-07,Promoter (<=1kb),19,10289952,10296778,6827,1,ENSG00000105376.5,ENST00000221980.5,0
218,chr16,31458481,31460211,1731,7.53514,6.880629,7.983734,-1.003824,4.22137066365609e-09,9.1659616886281e-07,Promoter (<=1kb),16,31458824,31467166,8343,1,ENSG00000140691.18,ENST00000457010.6,0
219,chr1,24744719,24746003,1285,7.139236,6.40935,7.621618,-1.077161,4.23062217545429e-09,9.1659616886281e-07,Promoter (<=1kb),1,24745382,24839907,94526,1,ENSG00000169504.15,ENST00000497755.1,0
220,chr10,100362109,100363490,1382,4.680005,2.946165,5.444987,-1.777961,4.27926489136928e-09,9.22920729844043e-07,3' UTR,10,100373099,100383372,10274,1,ENSG00000235823.5,ENST00000668904.1,-9609
221,chr19,1904597,1905951,1355,6.608729,5.868773,7.095435,-1.076379,4.72834080623632e-09,1.01473616017452e-06,Promoter (<=1kb),19,1905399,1913447,8049,1,ENSG00000213638.6,ENST00000329478.4,0
222,chr19,46600451,46601637,1187,6.377286,5.629028,6.867526,-1.100647,4.74775391078113e-09,1.01473616017452e-06,Promoter (<=1kb),19,46601074,46609305,8232,1,ENSG00000160014.17,ENST00000391918.6,0
223,chr16,89994644,89996252,1609,5.346931,4.019368,6.026408,-1.533737,4.78616930875763e-09,1.01835946799073e-06,Promoter (2-3kb),16,89998606,90002161,3556,1,ENSG00000223959.11,ENST00000454997.1,-2354
